distance, drive speed, angle, turn rate, x, y
12.75, 0, 5.2428, 103, 196.7104841071778, 57.99668003759725
13.75, 0, 5.357, 110, 204.3319868237969, 46.55224049952602
13.375, 0, 5.35, 107, 212.3313899724404, 35.8330906141353
12.875, 0, 5.283899999999999, 103, 219.6495523219083, 25.24016255684958
13.25, 0, 5.7982, 106, 229.4151609261132, 16.28497475371122
12.875, 0, 6.4272, 103, 242.1035061986552, 14.10059400742151
12.875, 0, 6.71045, 103, 254.4568318233313, 17.72839926828127
12.75, 0, 6.1812, 102, 267.0385738122787, 19.79292549082209
13.375, 0, 6.63935, 107, 280.3057040246884, 21.48817795785064
12.75, 0, 6.476999999999999, 103, 292.5766609795554, 24.95027492526796
13.25, 0, -1.378, 107, 281.5821476669386, 32.3450823614824
13.375, 0, -4.7187, 107, 268.265247966034, 31.09976820190375
12.625, 0, -4.242, 102, 265.3619734874313, 43.38641226372528
13.0, 0, 0.884, 105, 263.9580689762016, 30.46244026888759
12.75, 0, 3.6414, 102, 255.8235150652177, 40.28035922706279
12.75, 0, 3.6006, 102, 244.5108424287479, 34.39937820175178
13.25, 0, 2.9097, 107, 231.3461818332301, 32.89797505641749
13.25, 0, 3.1429, 107, 218.1841464533692, 34.42222065975432
13.75, 0, 3.971, 111, 205.6032789289395, 28.8738630349477
13.125, 0, 1.29675, 106, 194.1339133749982, 35.25502897778791
12.75, 0, 2.6775, 102, 188.9777437004261, 46.91592149453051
12.75, 0, 3.6261, 103, 176.2284079054038, 46.78578008773166
12.75, 0, 2.4735, 102, 163.532085256298, 47.9544935640824
13.375, 0, 1.99555, 107, 155.2923067519078, 58.48998952766139
13.375, 0, 2.3754, 107, 147.5789971993823, 69.41681343705605
13.25, 0, 3.9697, 107, 134.3353458094293, 69.00669411125382
13.0, 0, -0.52, 108, 132.3405601786808, 81.85273748216611
13.25, 0, -1.6695, 107, 138.4126202875964, 70.07595583208375
12.625, 0, 1.3635, 102, 150.8901390112467, 68.1518582511498
13.0, 0, 3.1668, 104, 142.5715834136664, 78.1419349660688
13.0, 0, 2.6624, 104, 129.905064634748, 81.06756344954148
12.75, 0, 2.6214, 102, 118.7140087902427, 87.17679982450377
13.0, 0, 2.678, 104, 107.2552816786339, 93.31663475564673
12.75, 0, 3.5904, 102, 94.50563007925748, 93.41089023038
12.875, 0, 4.20755, 103, 85.15018021000698, 84.56548561872198
13.5, 0, 4.703399999999999, 109, 81.71987025043036, 71.50857275306996
12.75, 0, 4.4013, 103, 79.68807246577626, 58.92150408072712
13.0, 0, 3.671199999999999, 105, 71.55285289138823, 48.78157299237677
13.25, 0, 4.1976, 106, 62.25336242622409, 39.3432480833518
13.0, 0, 4.8616, 104, 59.89031609971328, 26.55982084106799
13.625, 0, 2.91575, 109, 49.89400052621205, 17.3016190742573
13.375, 0, 3.25815, 108, 36.53896322690223, 18.03210092484878
12.875, 0, 4.6144, 104, 27.51987776684527, 8.843971492576449
12.875, 0, 5.3499, 103, 30.95107951605485, -3.565399142400217
13.25, 0, 4.9555, 106, 36.5985056457165, -15.55160279952263
13.5, 0, 4.8043, 108, 38.84934345216393, -28.86264066924064
12.75, 0, -0.255, 102, 30.59804901237871, -19.1426283200731
12.875, 0, -4.4982, 103, 21.31018565699927, -28.05897394436335
13.25, 0, -4.7859, 106, 20.37896249266867, -14.84173809800674
12.75, 0, -3.8505, 103, 15.4822039439466, -3.069556663985372
12.75, 0, 0.204, 103, 12.297501210213, -15.41541299304371
12.875, 0, 1.62225, 103, 20.16767401321764, -5.225908341155764
13.125, 0, 0.4095, 105, 27.08292721184281, 5.929579017041744
12.75, 0, -0.6629999999999999, 102, 39.73064629434377, 4.317840201308593
12.75, 0, -2.142, 102, 41.86630941677364, -8.252022289088552
13.0, 0, -0.9776, 105, 42.00925878417939, -21.2512363221891
12.625, 0, 0.808, 102, 54.58889253983006, -22.3205536622216
12.75, 0, 1.2852, 103, 60.97048945636802, -11.28254112395941
12.75, 0, -0.357, 102, 72.37185545333483, -5.57540932215135
12.75, 0, -1.8207, 102, 78.28154014607779, -16.87311381608991
12.75, 0, -1.2648, 103, 78.63908393463184, -29.6180995924361
12.75, 0, 0.306, 102, 89.95179977489537, -35.49899751005469
12.625, 0, 0.7423500000000001, 102, 100.8817312661778, -29.18019836813921
12.75, 0, 0.2499, 102, 112.0945114828757, -23.11092659864101
12.75, 0, -0.102, 102, 124.8096650263995, -22.1689232204017
12.75, 0, -0.8568, 102, 136.1223808666631, -28.0498211380203
12.75, 0, -1.5402, 102, 140.7602622795072, -39.92637602571372
12.75, 0, -1.5045, 103, 141.3777113497014, -52.66141652999623
12.875, 0, -1.47805, 103, 142.4004697102185, -65.49572953599668
12.75, 0, 1.581, 102, 155.1335817575696, -64.8397130807131
12.75, 0, 3.3201, 102, 145.308662429061, -56.7136156047842
13.125, 0, 2.6985, 106, 132.2983476049102, -54.98233481401611
13.25, 0, 1.3992, 107, 126.2026596649973, -43.21776561071759
13.125, 0, 0.5565000000000001, 105, 133.5369992735628, -32.33323128415005
12.75, 0, -0.714, 103, 146.2474847399464, -33.33625631317475
12.625, 0, -1.16655, 102, 153.6907545336649, -43.53372461554856
12.75, 0, -1.3413, 102, 157.6635930590566, -55.64896518481351
12.75, 0, -1.6167, 102, 158.8323531715966, -68.34528354090932
13.0, 0, 0.0, 104, 167.8113565512763, -77.7462142558812
12.875, 0, 0.8651999999999999, 103, 179.5002962880567, -72.34859322158146
12.75, 0, 0.5763, 103, 189.0795112733403, -63.93425187684636
12.625, 0, -0.1515, 102, 201.420799681644, -61.27281891262048
12.75, 0, -0.5355, 103, 213.4259662128554, -65.56682363524032
12.875, 0, -0.1326, 103, 225.5892647198039, -69.78817347040728
13.0, 0, 0.515, 104, 238.3523643867154, -67.31769034104061
12.625, 0, 1.0605, 102, 247.2585674596466, -58.3694965666686
13.125, 0, -0.1575, 105, 259.0683590016222, -52.64285280831573
12.75, 0, -1.6968, 102, 266.7198401445708, -62.84174178305714
13.0, 0, -0.8476000000000001, 105, 270.5441663091725, -75.26649648432761
12.625, 0, 0.0505, 102, 282.1796779211416, -80.1660367206898
12.875, 0, 0.4326, 103, 294.6808956734211, -77.08623482607194
12.75, 0, 0.5558999999999999, 102, 305.9050360580595, -71.03799767579999
12.625, 0, 0.7878, 102, 315.7862637600239, -63.17975588122972
13.125, 0, 0.4108, 105, 326.6239787040443, -55.77640800394098
13.125, 0, -0.4725, 106, 339.7427335204684, -56.18125003059911
12.75, 0, -1.6065, 102, 346.2025388201175, -67.17367539948957
12.875, 0, -0.618, 104, 351.9015941073159, -78.71864806439681
12.75, 0, 0.306, 102, 364.4967664801766, -80.69959049110368
13.0, 0, 0.7644, 104, 375.6789328503849, -74.06942041266809
12.75, 0, 0.5712, 103, 385.6900535484432, -66.17385441845929
13.125, 0, 0.063, 105, 398.1606891948471, -62.08131589394385
12.625, 0, -0.1515, 102, 410.7733309420325, -62.63978984781654
13.0, 0, -0.1092, 104, 423.6630449354568, -64.32954520517568
12.75, 0, -0.1122, 103, 436.3350023082795, -65.7380892553795
12.875, 0, -0.11845, 104, 449.1244793376896, -67.2196095266521
12.875, 0, 0.0, 104, 461.976905758082, -67.98168570945723
12.75, 0, -0.408, 102, 474.4625225500486, -70.56468267503049
12.75, 0, -2.6775, 103, 474.8200663386027, -83.30966845137667
13.25, 0, -3.6941, 106, 461.5830113979799, -82.72411187944341
12.75, 0, -3.2895, 102, 449.6069160741555, -78.3496815399966
12.875, 0, -2.9252, 103, 436.7394636872642, -78.79046955149747
12.875, 0, -3.0141, 103, 424.0543152871574, -80.99333928601864
13.75, 0, -3.2615, 110, 410.30441417856, -81.04548814785794
13.25, 0, -3.339, 106, 397.2208301687522, -78.95208673907273
12.75, 0, -3.3609, 103, 384.7465868824183, -76.31471030910422
13.375, 0, -3.3598, 107, 371.6903414927565, -73.41211124534574
12.75, 0, -4.3248, 102, 361.9444160286046, -65.19143993168793
12.75, 0, -2.8713, 103, 350.4997658010532, -59.57161064878181
12.75, 0, 0.306, 102, 354.1230029650819, -71.79595735742852
12.75, 0, -0.5609999999999999, 102, 366.7695096864136, -73.41718150828275
13.125, 0, -4.52025, 105, 355.9441560265448, -80.83859263681935
12.75, 0, -4.9215, 102, 356.0523514780578, -68.0890517139362
13.125, 0, -5.07675, 106, 359.7644035924648, -55.49991774451932
12.75, 0, -4.6104, 102, 361.4322318960372, -42.85947278598235
12.875, 0, -2.89945, 103, 350.9039004962354, -35.44867910811311
12.875, 0, -1.59135, 103, 342.8623318943419, -45.50346898264754
12.75, 0, -1.9278, 103, 340.469674463571, -58.02695453655692
12.75, 0, -3.5802, 102, 328.6654487560352, -62.84595396024963
12.625, 0, -4.40865, 102, 320.3600594901527, -53.33747699797203
13.25, 0, -2.4539, 106, 307.6621252330057, -49.55264336871282
12.625, 0, 0.0505, 102, 312.2168813934901, -61.32739692530708
13.125, 0, -0.5775, 105, 324.8888625541493, -64.74595195103027
12.75, 0, -3.92385, 102, 316.8729543970911, -74.66097673252261
12.75, 0, -4.9011, 103, 313.1061195414831, -62.48011242942094
13.0, 0, -4.789199999999999, 104, 314.8269473107225, -49.59450992939733
12.75, 0, -3.830099999999999, 102, 309.8297168186113, -37.86462555619426
12.75, 0, -2.2695, 102, 297.1333941695056, -39.033339032545
13.375, 0, -2.00625, 107, 289.9487416516882, -50.31480140221237
12.75, 0, -3.7842, 103, 277.5837319212735, -53.42430849606962
13.125, 0, -4.808999999999999, 105, 272.2823893671639, -41.41758570739881
12.75, 0, -3.3456, 102, 264.7184627353056, -31.15359457783013
12.75, 0, -2.5908, 102, 252.1596474703074, -33.35328981573239
13.0, 0, -3.7595, 104, 239.1669664041882, -32.91712618347273
12.875, 0, -5.1706, 104, 236.0148472148962, -20.43394671602545
12.75, 0, -4.3299, 103, 236.4974598949674, -7.693083911606186
13.0, 0, -2.9068, 104, 224.9471204869265, -1.727376949388124
12.75, 0, -2.9478, 102, 212.4887504678191, -4.438744955949395
13.375, 0, -5.289400000000001, 107, 205.0053652124307, 6.646811869011466
12.75, 0, -6.357950000000001, 102, 216.4328050130158, 12.30155497582046
12.75, 0, -6.3087, 102, 229.1667816917334, 11.66254171627288
12.875, 0, -5.160299999999999, 104, 240.1518727791998, 18.37770357583098
12.75, 0, -3.8454, 102, 237.4997582042183, 30.84882174066168
13.25, 0, -5.2841, 106, 235.5506406688341, 43.9546769524843
12.75, 0, -7.1298, 102, 248.2636082438985, 44.92573587724698
13.125, 0, -6.89325, 105, 258.0585408983717, 36.18932246587871
12.75, 0, -5.4825, 103, 270.7506738754519, 37.40268988431106
12.75, 0, -3.774, 103, 269.6791671855491, 50.10758553179647
12.625, 0, 0.101, 102, 266.3639897341283, 37.92562249353409
13.125, 0, -0.7875, 106, 278.7233540871483, 33.50841321738489
12.75, 0, -4.284, 102, 268.2425667497209, 26.24786249532377
12.75, 0, -4.76215, 102, 265.8432057503522, 38.77006544826733
12.75, 0, -4.386, 103, 264.0853199831598, 51.3983011773588
12.75, 0, -1.5759, 103, 251.4994801461214, 49.35890528729313
12.75, 0, 0.459, 102, 262.3124673980717, 42.60303327184172
13.0, 0, 0.8736000000000001, 104, 272.5319486640558, 50.63809410883604
12.75, 0, -0.153, 103, 284.4632851800566, 55.13317018627298
12.875, 0, -1.5141, 104, 293.1185278344224, 45.60151767508449
12.75, 0, -1.9992, 103, 290.7625117819955, 33.07108718125441
12.625, 0, -1.11605, 102, 290.9287949747757, 20.44718228222262
13.375, 0, 0.214, 107, 302.9663055375777, 14.61717675474405
12.75, 0, 0.9544499999999999, 102, 313.6015878599675, 21.64947864836775
13.125, 0, 0.04680000000000001, 105, 325.1159239477511, 27.94913653253615
12.875, 0, -0.515, 103, 337.6397390890851, 24.96255331660322
12.875, 0, -1.0815, 103, 346.6259871576427, 15.74230545386413
12.875, 0, -0.7004, 104, 354.7201587856115, 5.729812724429319
12.75, 0, -0.1887, 103, 366.2309133562031, 0.2466540348048714
12.875, 0, 0.0, 103, 379.0486497287215, -0.9663007395462825
12.75, 0, 0.0, 102, 391.7986497287215, -0.9663007395462825
12.625, 0, 0.10605, 102, 404.4059053423203, -0.2971737759729982
12.875, 0, 0.5459, 103, 416.6028943231549, 3.825820864018788
12.875, 0, 0.6731999999999999, 103, 427.1591805351624, 11.19673983048294
12.75, 0, 0.3824999999999999, 102, 438.1738031806985, 17.61862335297398
12.75, 0, -0.714, 102, 450.7490630113621, 15.51497409720522
13.0, 0, -3.4944, 105, 444.13899044428, 4.320915822481654
13.0, 0, -4.5344, 104, 435.784172895786, 14.28068608747159
12.75, 0, -4.758299999999999, 102, 434.9427877745466, 27.00289387848636
13.25, 0, -4.9396, 106, 436.7466025317841, 40.12953672125358
12.75, 0, -5.0592, 102, 440.3559589751746, 52.35798903806606
12.75, 0, -5.370299999999999, 102, 446.4950353984951, 63.5327033820048
12.875, 0, -5.5794, 103, 455.3878390043066, 72.84310987304825
12.625, 0, -5.51965, 102, 464.7647859155997, 81.29671807444909
12.875, 0, -5.3448, 103, 473.2527762051683, 90.97760883120229
13.25, 0, -3.70125, 106, 470.7586719572194, 103.9907538776683
12.75, 0, -3.2538, 102, 458.7213539585066, 108.1937855689434
13.125, 0, -5.292000000000001, 105, 453.1369674984403, 120.071506430482
12.75, 0, -6.3648, 102, 464.5909982986562, 125.6721919624241
12.75, 0, -5.443900000000001, 102, 476.4369724773531, 130.3876342277526
12.75, 0, -4.1514, 102, 477.5227338811037, 143.091319605395
12.875, 0, -3.301149999999999, 103, 466.7864329374044, 150.1974765869373
12.75, 0, -4.2687, 102, 456.5851420504318, 157.8457551016992
12.875, 0, -4.885800000000001, 103, 454.8505187214078, 170.6033687855512
12.625, 0, -3.777400000000001, 102, 450.1583989390083, 182.3240614676249
12.75, 0, 0.204, 102, 447.4269637811734, 169.8700756807957
13.375, 0, -0.856, 108, 460.0975151552587, 165.5866479789823
13.25, 0, -4.5633, 106, 448.0644720125501, 160.0397233602667
12.875, 0, -4.75345, 103, 447.3693801197765, 172.8959464549629
12.75, 0, -4.9215, 102, 448.9600711574418, 185.5463299283084
13.0, 0, -5.2364, 104, 453.6193627358799, 197.6826803676742
12.75, 0, -4.9215, 102, 458.1890525531943, 209.5856394524369
12.75, 0, -2.7591, 103, 448.4267052492204, 217.7868024868238
13.375, 0, -1.7441, 108, 440.0082430403248, 207.3935297088488
12.875, 0, -2.8662, 103, 431.3806083274685, 197.8368804916013
12.75, 0, -4.1259, 102, 419.4232124355674, 202.2621695764346
12.875, 0, -3.11575, 103, 407.9985921571692, 208.1988080608306
12.75, 0, -2.0961, 102, 397.0345096425458, 201.6910131491473
12.875, 0, -2.472, 104, 388.6104257494614, 191.9544616260321
13.0, 0, -3.744, 104, 375.6177600911482, 191.5178392591207
12.75, 0, -2.9172, 102, 363.094822001313, 193.9133604128896
12.75, 0, 0.051, 102, 364.8449075585574, 181.284041328223
13.0, 0, -0.676, 104, 377.2152908831836, 177.2873406386781
12.875, 0, -4.109699999999999, 103, 367.7837695492459, 168.5230933619591
12.75, 0, -4.5849, 103, 363.2316062993652, 180.4327663107195
12.75, 0, -4.6869, 103, 362.2573224666498, 193.1454871451164
13.0, 0, -4.2224, 104, 358.9436891575247, 205.716081176134
12.75, 0, -2.8101, 103, 347.0781174910464, 210.3819904152499
13.25, 0, -2.0193, 107, 337.1771477884039, 201.5766909344055
13.0, 0, -3.016, 105, 326.6265906729901, 193.9815777321952
13.25, 0, -4.5103, 106, 315.8547037621306, 201.6970785182528
12.75, 0, -4.56015, 102, 313.607660882992, 214.2475087220073
13.125, 0, -3.4755, 105, 305.206998173007, 224.3318773702206
12.75, 0, -2.1879, 102, 293.0643277033176, 220.4436832052471
12.75, 0, -4.9011, 102, 281.3352848602014, 225.4428885405321
12.75, 0, -5.814, 103, 289.0022054037758, 235.6301761765281
12.875, 0, -2.39475, 103, 281.6475097889323, 246.1977718071813
12.75, 0, 1.479, 102, 293.0841815476018, 240.5617236274324
12.75, 0, 1.9278, 103, 291.3984351538114, 253.1997914819671
13.125, 0, -1.1025, 105, 303.4217395731854, 258.4634191130841
12.875, 0, -4.326, 103, 291.7045843425299, 253.1273251951773
12.75, 0, -4.809299999999999, 102, 289.8655990021906, 265.7440059360861
13.125, 0, -2.9715, 105, 280.2515193450613, 274.6790547522019
12.75, 0, 1.01, 102, 287.3456131885218, 264.0848897289367
13.625, 0, 2.9757, 109, 281.7643393361943, 276.5142906471356
13.375, 0, 0.8055999999999999, 107, 277.5588694014482, 289.2109298728499
12.75, 0, -1.275, 103, 289.9593173198655, 286.24590180846
12.75, 0, -3.3201, 102, 281.4876174874733, 276.7173761119083
12.875, 0, -2.5143, 103, 268.9354010746427, 273.8525047141898
12.75, 0, -0.3737, 102, 270.547725816934, 261.2048603119545
12.75, 0, 0.612, 103, 283.2073287321468, 262.7204308412058
12.75, 0, 1.7136, 102, 288.266157944884, 274.4238810588278
12.75, 0, 1.9023, 103, 285.2707121897254, 286.817016446126
12.75, 0, -0.306, 103, 294.1706281599966, 295.9468573933776
12.875, 0, -2.8119, 104, 294.3231460501444, 283.0727607923269
12.75, 0, -0.9893999999999998, 103, 290.1933624819705, 271.0101164852091
12.625, 0, 0.8585000000000001, 102, 302.791331261482, 270.1844000505568
12.625, 0, 0.9544499999999999, 102, 310.5749585194536, 280.1245092908499
12.75, 0, -0.153, 102, 322.3148834211583, 285.0981059072166
13.25, 0, -1.5582, 107, 331.003778271693, 275.0948261312455
12.75, 0, -0.1785, 102, 339.2413851201528, 265.3632109821448
12.75, 0, 0.7649999999999999, 103, 351.4470808842784, 269.0487897580776
12.75, 0, 1.3923, 103, 357.4716927455352, 280.2856288118864
13.25, 0, -0.583, 106, 369.6516260240366, 285.5021147297486
12.75, 0, -1.2852, 102, 377.2320406671511, 275.250294704092
12.75, 0, -1.5606, 102, 379.110852006687, 262.6394831540595
13.25, 0, -1.1395, 106, 382.0120441903182, 249.7110035870866
12.75, 0, 0.714, 102, 394.4745820852677, 247.0188577483646
13.25, 0, 1.6695, 107, 399.3775413076507, 259.3283455875742
12.75, 0, 1.2546, 102, 400.7613258219358, 272.0030306100127
12.75, 0, 0.8823, 103, 406.9002380565226, 283.1778351530926
13.25, 0, -0.159, 106, 419.2931524979671, 287.8659234251962
12.875, 0, -0.9733499999999998, 104, 430.1591233863787, 280.9596725137254
12.75, 0, -1.3311, 103, 435.3414314150326, 269.3103728139087
12.75, 0, -1.7136, 102, 435.9588804852268, 256.5753323096262
12.875, 0, -1.80765, 103, 433.5294883849219, 243.9316113769666
12.75, 0, 0.969, 103, 445.1748790098699, 238.7405250559377
12.75, 0, 2.4633, 102, 443.3281386343778, 251.356073002243
13.75, 0, 2.5288, 110, 432.3450042907196, 259.628512786802
13.0, 0, 1.6484, 105, 425.9103562472443, 270.9243219458042
12.75, 0, -0.459, 102, 436.4713930782527, 278.0676405761108
13.5, 0, -3.402, 108, 431.7194351104148, 265.4316247692236
12.875, 0, -1.236, 103, 422.9602725114527, 255.9953810480736
13.125, 0, 0.525, 105, 435.2646000772037, 251.4271047697928
12.75, 0, 1.1781, 103, 443.6645279059171, 261.0189613404681
13.125, 0, 0.7192499999999999, 106, 451.3132575532664, 271.684914639717
12.75, 0, -0.204, 102, 463.6424797372391, 274.9334189629761
13.0, 0, -1.2012, 105, 473.5636200314947, 266.5327656989914
12.75, 0, -1.1271, 103, 478.6066449813799, 254.822496728774
12.75, 0, 0.204, 103, 490.0225270799981, 249.144456934052
12.75, 0, 0.7496999999999999, 102, 501.350202413252, 254.9964883372823
12.875, 0, 0.4641, 103, 511.9259844719206, 262.339407296902
12.875, 0, 0.05665, 103, 524.3670133485448, 265.6539850212891
13.125, 0, -0.21, 105, 537.4534509441039, 264.6486114302613
12.75, 0, -0.1071, 102, 550.043530969219, 262.6355577893467
13.125, 0, 0.1575, 105, 563.1643637397558, 262.9662727838782
12.75, 0, 0.7496999999999999, 103, 574.6250250250017, 268.5533778397069
12.75, 0, 0.2499, 102, 585.8154250004357, 274.6638154991391
13.0, 0, -0.416, 104, 598.7706182968521, 273.5854061833004
12.75, 0, -1.1781, 103, 607.6805717056913, 264.465360665195
12.875, 0, -0.8137, 103, 614.6813244505121, 253.6600339229867
12.75, 0, 0.051, 102, 626.5154032978416, 248.9148176123023
12.625, 0, 0.7423500000000001, 102, 638.1600810893294, 253.7925326647046
12.75, 0, 1.3209, 102, 644.7062505406308, 264.7337467433546
12.875, 0, 0.7467499999999999, 103, 651.292275488437, 275.7967436423361
13.375, 0, 0.689, 107, 661.3663953471127, 284.5946260053275
12.75, 0, 2.1879, 102, 663.0488893237235, 297.2331272621486
13.25, 0, 2.7083, 107, 652.8593993453504, 305.7028848726493
12.75, 0, 1.8615, 102, 644.5089099705582, 315.3378123348299
12.75, 0, 2.1471, 103, 639.1532347794969, 326.9084321647201
12.75, 0, 2.3358, 102, 631.2291325057279, 336.8969807657356
13.25, 0, 3.4079, 106, 618.4582590402443, 340.4278858803783
12.75, 0, 3.0855, 102, 605.7786223843419, 339.0902333566279
12.875, 0, 3.661649999999999, 103, 593.2485107803095, 336.1301779195639
12.875, 0, 4.66075, 104, 586.505866917854, 325.1619338146905
12.875, 0, 5.052149999999999, 104, 588.3542436265783, 312.4203040703193
13.0, 0, 4.588649999999999, 104, 589.755658262171, 299.4960618480787
12.875, 0, 2.79645, 104, 578.7858526261618, 292.7559587844614
12.875, 0, 1.56045, 103, 571.4349650692106, 303.3262036787418
13.25, 0, 1.7172, 107, 570.5342802377954, 316.5455556611371
12.75, 0, 2.0859, 102, 566.3936419637729, 328.6044782781747
13.375, 0, 2.77665, 108, 556.2533217759781, 337.3259765146591
13.375, 0, 4.17835, 107, 543.6258289468648, 332.9172295440683
13.625, 0, 4.033, 109, 535.8572491727414, 321.723937209233
12.875, 0, 2.17845, 103, 522.990530055108, 322.1856342396825
13.0, 0, -0.364, 105, 530.9976753888694, 332.4270024883113
12.75, 0, -0.4284, 102, 542.759985547516, 327.5065797694994
12.75, 0, 1.275, 102, 554.3846496565736, 332.7439153852095
13.25, 0, 3.8955, 107, 543.1328533762064, 339.7410276799432
13.0, 0, 4.004, 105, 534.152039040118, 330.3418269766541
13.125, 0, 3.56475, 105, 523.6463814990901, 322.4743760152152
13.25, 0, 3.0846, 106, 510.6178262471937, 320.0620642508939
12.875, 0, 3.11575, 104, 497.7538676979736, 320.5951640951509
12.75, 0, 3.2028, 103, 485.0058608878022, 320.3697259266343
13.625, 0, 4.7628, 109, 475.9239359609096, 310.212990987576
13.375, 0, 4.6759, 107, 476.0170388463645, 296.8383150343905
13.25, 0, 4.9131, 107, 477.1037877117711, 283.6329571481559
12.875, 0, 3.8625, 104, 472.9977022925813, 271.4302653332194
12.75, 0, -0.051, 102, 468.8064532128466, 283.4716909610935
12.875, 0, -1.0815, 104, 479.6719061018798, 276.5646251212307
12.75, 0, 1.02, 102, 492.4158786159119, 276.1726244049092
13.0, 0, 2.9484, 104, 487.1934069122799, 288.0774885076515
12.875, 0, 3.9243, 103, 474.8736713733219, 284.3372022552187
13.5, 0, 4.3038, 108, 467.2695156211169, 273.1825254200877
12.75, 0, 3.7077, 103, 458.991180002642, 263.4855331344411
12.75, 0, 3.4323, 102, 447.3934162788282, 258.1888948981078
12.875, 0, 3.4917, 104, 435.173661056002, 254.1338724204621
13.5, 0, 4.4766, 108, 426.1886505348774, 244.0581795938978
13.0, 0, 4.7996, 104, 425.2237818563072, 231.0940356409361
12.875, 0, 4.820399999999999, 103, 426.4785289968839, 218.2803228841582
13.25, 0, 5.3583, 107, 431.3558085142325, 205.9606376402222
12.875, 0, 5.06245, 104, 437.505644107153, 194.6493535760654
12.75, 0, 4.3197, 102, 437.2339114323861, 181.902249538149
12.75, 0, 3.97435, 102, 430.4034407060597, 171.1362303269086
12.875, 0, 4.6968, 104, 425.665957661514, 159.1645186947883
13.625, 0, 4.9922, 110, 427.4607388379569, 145.6582466136889
12.875, 0, 4.51655, 103, 428.001150032707, 132.7945931380783
13.0, 0, 4.840999999999999, 104, 427.5642505739794, 119.8019367944754
13.0, 0, 5.6628, 104, 434.2425654312641, 108.6484570384993
13.5, 0, 6.7176, 108, 447.6842451658659, 107.3949635553121
12.875, 0, 6.58685, 103, 459.6924252019102, 112.0392328435799
13.25, 0, 6.630299999999999, 107, 472.2471476450171, 116.27496706288
12.875, 0, 6.282999999999999, 103, 484.9289284990362, 118.4971415318705
12.625, 0, -1.5655, 102, 475.9789209553495, 127.4015219127814
13.25, 0, -4.6746, 107, 462.7319954056905, 127.1161038303311
12.625, 0, -4.666200000000001, 101, 462.2020402854286, 139.729976057784
12.75, 0, -4.8195, 102, 462.5903582273538, 152.4740613202098
12.875, 0, -1.94155, 103, 450.081121459633, 155.5211288431077
12.75, 0, 0.909, 103, 461.1693378823079, 149.2271669299786
12.875, 0, 2.3793, 104, 460.2257560693944, 162.0675438077162
12.75, 0, 1.9329, 104, 453.1819862750929, 172.6952343886884
12.75, 0, -0.051, 103, 460.6919986549112, 182.9987393289976
12.875, 0, -2.05485, 103, 467.065531921942, 171.811974886405
12.75, 0, -2.0247, 103, 461.302844720874, 160.4385876942513
12.75, 0, 0.204, 102, 469.1245793871928, 150.3696767894063
12.75, 0, 1.37865, 102, 478.0865987571617, 159.4385636457025
12.875, 0, 1.14845, 103, 481.9804502542899, 171.7106272667205
12.75, 0, -0.153, 102, 493.1835052879443, 177.7978317082446
12.75, 0, -1.1781, 102, 503.2123656538618, 169.9248107022439
12.875, 0, -0.48925, 104, 511.8664167840478, 160.3920763601925
12.75, 0, 0.408, 102, 524.6058969907469, 159.8742500735641
12.875, 0, 0.7570499999999999, 103, 535.3575033806758, 166.9572286162422
13.25, 0, 0.2597, 107, 546.9318639007912, 173.4067773252911
